iid,title,genres
1593,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
933,"Man with Two Brains, The (1983)",Comedy
1286,Grand Canyon (1991),Crime|Drama
2922,Graveyard Shift (1990),Horror|Thriller
2371,"Outsiders, The (1983)",Drama
239,Indiana Jones and the Temple of Doom (1984),Action|Adventure
384,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
385,Nineteen Eighty-Four (1984),Drama|Sci-Fi
831,"Dead Zone, The (1983)",Horror|Thriller
833,Maximum Overdrive (1986),Horror
1774,Needful Things (1993),Drama|Horror
1775,Cujo (1983),Horror|Thriller
578,Children of the Corn (1984),Horror|Thriller
392,All Dogs Go to Heaven (1989),Animation|Children's
579,"Addams Family, The (1991)",Comedy
1455,Ever After: A Cinderella Story (1998),Drama|Romance
73,Snake Eyes (1998),Action|Crime|Mystery|Thriller
3232,"First Love, Last Rites (1997)",Drama|Romance
3325,Safe Men (1998),Comedy
3280,"Saltmen of Tibet, The (1997)",Documentary
1063,Atlantic City (1980),Crime|Drama|Romance
3130,Autumn Sonata (Höstsonaten ) (1978),Drama
1779,Who's Afraid of Virginia Woolf? (1966),Drama
403,Adventures in Babysitting (1987),Adventure|Comedy
585,Weird Science (1985),Comedy
180,Doctor Dolittle (1967),Adventure|Musical
2165,"Nutty Professor, The (1963)",Comedy
404,Charlotte's Web (1973),Animation|Children's
589,Watership Down (1978),Animation|Children's|Drama|Fantasy
406,"Secret of NIMH, The (1982)",Animation|Children's
260,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
417,"American Tail, An (1986)",Animation|Children's|Comedy
418,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
420,Legend (1985),Adventure|Fantasy|Romance
881,Sixteen Candles (1984),Comedy
421,Pretty in Pink (1986),Comedy|Drama|Romance
1080,St. Elmo's Fire (1985),Drama|Romance
1081,"Clan of the Cave Bear, The (1986)",Drama
753,House (1986),Comedy|Horror
754,House II: The Second Story (1987),Comedy|Horror
611,"Gods Must Be Crazy, The (1980)",Comedy
2537,"Gods Must Be Crazy II, The (1989)",Comedy
1046,Air Bud: Golden Receiver (1998),Children's|Comedy
432,"Avengers, The (1998)",Action|Adventure
1084,How Stella Got Her Groove Back (1998),Drama|Romance
1620,"Slums of Beverly Hills, The (1998)",Comedy
3314,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
2208,"Chambermaid on the Titanic, The (1998)",Romance
3015,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror
1391,Henry: Portrait of a Serial Killer (1990),Crime|Horror
765,Rosemary's Baby (1968),Horror|Thriller
190,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
1466,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy
624,Attack of the Killer Tomatoes! (1980),Comedy|Horror
2288,Surf Nazis Must Die (1987),Drama
2055,Your Friends and Neighbors (1998),Drama
1791,Return to Paradise (1998),Drama|Romance
453,Blade (1998),Action|Adventure|Horror
2502,Dance with Me (1998),Drama|Romance
2036,Dead Man on Campus (1998),Comedy
1471,Wrongfully Accused (1998),Action|Comedy
1624,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
2891,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy
287,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
638,Beetlejuice (1988),Comedy|Fantasy
2424,Déjà Vu (1997),Drama|Romance
777,Rope (1948),Thriller
1105,Family Plot (1976),Comedy|Thriller
2256,Frenzy (1972),Thriller
2892,Topaz (1969),Thriller
1794,Torn Curtain (1966),Thriller
2894,Marnie (1964),Thriller
3047,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
1111,"Man Who Knew Too Much, The (1956)",Thriller
1324,"Trouble with Harry, The (1955)",Mystery|Thriller
3274,I Confess (1953),Thriller
1114,Strangers on a Train (1951),Film-Noir|Thriller
3173,Stage Fright (1950),Mystery|Thriller
1294,54 (1998),Drama
650,I Married A Strange Person (1997),Animation
3065,Why Do Fools Fall In Love? (1998),Drama
3417,"Merry War, A (1997)",Comedy
2836,See the Sea (Regarde la mer) (1997),Drama
494,Willow (1988),Action|Adventure|Fantasy
57,"Untouchables, The (1987)",Action|Crime|Drama
664,Dirty Work (1998),Comedy
3307,Knock Off (1998),Action
2837,Firelight (1997),Drama
3394,Under Capricorn (1949),Drama
2875,"Paradine Case, The (1947)",Drama
741,Lifeboat (1944),Drama|Thriller|War
1934,Shadow of a Doubt (1943),Film-Noir|Thriller
2759,Saboteur (1942),Thriller
2539,Mr. & Mrs. Smith (1941),Comedy
1066,Suspicion (1941),Mystery|Thriller
2540,Jamaica Inn (1939),Drama
875,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
3290,Young and Innocent (1937),Crime|Thriller
2877,Sabotage (1936),Thriller
3291,Secret Agent (1936),Thriller
1075,"Man Who Knew Too Much, The (1934)",Thriller
3124,Rich and Strange (1932),Comedy|Romance
3403,Juno and Paycock (1930),Drama
3299,Murder! (1930),Mystery|Thriller
3030,Blackmail (1929),Thriller
3292,"Lodger, The (1926)",Thriller
1345,Rounders (1998),Crime|Drama
2089,Cube (1997),Sci-Fi|Thriller
2784,Digging to China (1998),Drama
2785,Let's Talk About Sex (1998),Drama
80,Simon Birch (1998),Drama
1790,Without Limits (1998),Drama
2953,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
2733,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
1470,My Bodyguard (1980),Drama
773,Class (1983),Comedy
1102,Broadcast News (1987),Comedy|Drama|Romance
3304,"Allnighter, The (1987)",Comedy|Romance
895,Working Girl (1988),Comedy|Drama
2993,Stars and Bars (1988),Comedy
2001,Married to the Mob (1988),Comedy
465,Say Anything... (1989),Comedy|Drama|Romance
639,My Blue Heaven (1990),Comedy
1473,Men Don't Leave (1990),Drama
1108,Hero (1992),Comedy|Drama
478,Toys (1992),Action|Comedy|Fantasy
3094,Choices (1981),Drama
2459,Young Doctors in Love (1982),Comedy
3149,Parasite (1982),Horror|Sci-Fi
3054,No Small Affair (1984),Comedy|Romance
785,Blame It on Rio (1984),Comedy|Romance
2787,Wisdom (1986),Action|Crime
970,One Crazy Summer (1986),Comedy
1631,About Last Night... (1986),Comedy|Drama|Romance
660,"Seventh Sign, The (1988)",Thriller
2699,We're No Angels (1989),Drama
663,Nothing But Trouble (1991),Adventure|Comedy
2361,"Butcher's Wife, The (1991)",Comedy|Romance
2614,Mortal Thoughts (1991),Mystery|Thriller
59,"Few Good Men, A (1992)",Crime|Drama
1127,Indecent Proposal (1993),Drama
1633,Permanent Midnight (1998),Drama
1133,One True Thing (1998),Drama
675,Rush Hour (1998),Action|Thriller
2189,Six-String Samurai (1998),Action|Adventure|Sci-Fi
1810,"Soldier's Daughter Never Cries, A (1998)",Drama
93,Ronin (1998),Action|Crime|Thriller
1596,Urban Legend (1998),Horror|Thriller
1347,Clay Pigeons (1998),Crime
328,Pecker (1998),Comedy|Drama
3018,"Sheltering Sky, The (1990)",Drama
2403,Bandit Queen (1994),Drama
2254,If.... (1968),Drama
2464,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
329,Them! (1954),Sci-Fi|Thriller|War
330,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
331,"Player, The (1992)",Comedy|Drama
1149,Stardust Memories (1980),Comedy|Drama
513,Edward Scissorhands (1990),Drama|Romance
2880,Overnight Delivery (1996),Romance
3399,Shadrach (1998),Drama
30,Antz (1998),Animation|Children's
2654,"Impostors, The (1998)",Comedy
2041,"Night at the Roxbury, A (1998)",Comedy
1152,What Dreams May Come (1998),Drama|Romance
3055,Strangeland (1998),Thriller
889,"Producers, The (1968)",Comedy|Musical
1465,History of the World: Part I (1981),Comedy
618,My Cousin Vinny (1992),Comedy
1785,Nashville (1975),Drama|Musical
3170,Love Is the Devil (1998),Drama
2135,Slam (1998),Drama
1787,Holy Man (1998),Comedy
2829,One Tough Cop (1998),Action|Drama
1047,"Mighty, The (1998)",Drama
286,2010 (1984),Mystery|Sci-Fi
108,Children of a Lesser God (1986),Drama
1793,"Elephant Man, The (1980)",Drama
1099,Beloved (1998),Drama
2638,Bride of Chucky (1998),Horror|Thriller
1101,Practical Magic (1998),Drama|Romance
3273,"Alarmist, The (1997)",Comedy
1293,Happiness (1998),Comedy
647,Apt Pupil (1998),Drama|Thriller
20,Pleasantville (1998),Comedy
783,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
2210,"Cruise, The (1998)",Documentary
649,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
3038,Orgazmo (1997),Comedy
2835,Shattered Image (1998),Drama|Thriller
1940,Tales from the Darkside: The Movie (1990),Horror
2211,Vampires (1998),Horror
966,American History X (1998),Drama
2057,Hands on a Hard Body (1996),Documentary
1120,Living Out Loud (1998),Comedy|Romance
3415,Belly (1998),Crime|Drama
1295,Gods and Monsters (1998),Drama
1475,"Siege, The (1998)",Action|Thriller
1476,"Waterboy, The (1998)",Comedy
492,Elizabeth (1998),Drama
1296,Velvet Goldmine (1998),Drama
662,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2212,I'll Be Home For Christmas (1998),Comedy|Romance
24,Meet Joe Black (1998),Romance
1130,Dancing at Lughnasa (1998),Drama
3350,Hard Core Logo (1996),Comedy
1479,Runaway Train (1985),Action|Adventure|Drama|Thriller
2978,Desert Bloom (1986),Drama
321,"Stepford Wives, The (1975)",Sci-Fi|Thriller
2271,"Pope of Greenwich Village, The (1984)",Action
504,Sid and Nancy (1986),Drama
2979,Mona Lisa (1986),Comedy|Thriller
3176,Heart Condition (1990),Comedy
2058,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
1138,"Big Chill, The (1983)",Comedy|Drama
120,Enemy of the State (1998),Action|Thriller
1755,"Rugrats Movie, The (1998)",Animation|Children's|Comedy
4,"Bug's Life, A (1998)",Animation|Children's|Comedy
2932,Celebrity (1998),Comedy
1393,Central Station (Central do Brasil) (1998),Drama
2937,Savior (1998),Drama
129,Waking Ned Devine (1998),Comedy
1394,"Celebration, The (Festen) (1998)",Drama
1417,Pink Flamingos (1972),Comedy
3098,Glen or Glenda (1953),Drama
847,Godzilla (Gojira) (1954),Action|Sci-Fi
2728,Godzilla (Gojira) (1984),Action|Sci-Fi
2349,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
848,King Kong (1933),Action|Adventure|Horror
1490,King Kong (1976),Action|Adventure|Horror
2505,King Kong Lives (1986),Action|Adventure|Horror
982,Desperately Seeking Susan (1985),Comedy|Romance
222,"Emerald Forest, The (1985)",Action|Adventure|Drama
699,Fletch (1985),Comedy
2009,Fletch Lives (1989),Comedy
530,Red Sonja (1985),Action|Adventure
702,Gung Ho (1986),Comedy|Drama
531,"Money Pit, The (1986)",Comedy
703,"View to a Kill, A (1985)",Action
349,Lifeforce (1985),Horror|Sci-Fi
988,Police Academy (1984),Comedy
989,Police Academy 2: Their First Assignment (1985),Comedy
992,Police Academy 3: Back in Training (1986),Comedy
2010,Police Academy 4: Citizens on Patrol (1987),Comedy
993,Police Academy 5: Assignment: Miami Beach (1988),Comedy
994,Police Academy 6: City Under Siege (1989),Comedy
545,Babe: Pig in the City (1998),Children's|Comedy
1697,Home Fries (1998),Comedy|Romance
1826,Jerry Springer: Ringmaster (1998),Drama
1351,Very Bad Things (1998),Comedy|Crime
2214,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
1352,Psycho (1998),Crime|Horror|Thriller
822,Little Voice (1998),Comedy
558,"Simple Plan, A (1998)",Crime|Thriller
1300,Jack Frost (1998),Comedy|Drama
720,Star Trek: Insurrection (1998),Action|Sci-Fi
560,"Prince of Egypt, The (1998)",Animation|Musical
721,Rushmore (1998),Comedy
134,Shakespeare in Love (1998),Comedy|Romance
2507,Mass Appeal (1984),Drama
12,Miracle on 34th Street (1947),Drama
1505,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy
2292,Prancer (1989),Children's|Drama
1692,Pale Rider (1985),Western
489,Rambo: First Blood Part II (1985),Action|War
843,First Blood (1982),Action
490,Rambo III (1988),Action|War
1121,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
658,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
310,Cocoon (1985),Comedy|Sci-Fi
1122,Cocoon: The Return (1988),Comedy|Sci-Fi
793,Rocky II (1979),Action|Drama
797,Rocky III (1982),Action|Drama
798,Rocky IV (1985),Action|Drama
2188,Rocky V (1990),Action|Drama
673,Clue (1985),Comedy|Mystery
208,Young Sherlock Holmes (1985),Action|Adventure|Mystery
2463,Violets Are Blue... (1986),Drama|Romance
674,Back to School (1986),Comedy
1808,Heartburn (1986),Comedy|Drama
3021,Nothing in Common (1986),Comedy
800,Extremities (1986),Drama|Thriller
1634,"Karate Kid, The (1984)",Drama
507,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
508,"Karate Kid III, The (1989)",Action|Adventure|Drama
679,Christmas Vacation (1989),Comedy
976,You've Got Mail (1998),Comedy|Romance
2956,"General, The (1998)",Crime
2789,"Theory of Flight, The (1998)",Comedy|Drama|Romance
122,"Thin Red Line, The (1998)",Action|Drama|War
681,"Faculty, The (1998)",Horror|Sci-Fi
2191,Mighty Joe Young (1998),Adventure|Children's|Drama
2293,Mighty Joe Young (1949),Adventure|Children's|Drama
1488,Patch Adams (1998),Comedy|Drama
981,Stepmom (1998),Drama
1019,"Civil Action, A (1998)",Drama
1714,Down in the Delta (1998),Drama
1147,Hurlyburly (1998),Drama
1148,Tea with Mussolini (1999),Comedy
2193,Wilde (1997),Drama
1812,Affliction (1997),Drama
2791,Another Day in Paradise (1998),Drama
2792,"Hi-Lo Country, The (1998)",Drama|Western
870,Hilary and Jackie (1998),Drama
2194,Playing by Heart (1998),Drama|Romance
3398,24 7: Twenty Four Seven (1997),Comedy|Drama
2675,At First Sight (1999),Drama
1730,In Dreams (1999),Thriller
1756,Varsity Blues (1999),Comedy|Drama
2092,Virus (1999),Horror|Sci-Fi
3034,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's
541,Howard the Duck (1986),Adventure|Children's|Sci-Fi
1695,"Gate, The (1987)",Horror
3005,"Gate II: Trespassers, The (1990)",Horror
1494,"Boy Who Could Fly, The (1986)",Drama|Fantasy
362,"Fly, The (1958)",Horror|Sci-Fi
363,"Fly, The (1986)",Horror|Sci-Fi
1696,"Fly II, The (1989)",Horror|Sci-Fi
1161,Running Scared (1986),Action|Comedy
1378,Armed and Dangerous (1986),Comedy|Crime
1419,"Texas Chainsaw Massacre, The (1974)",Horror
1943,"Texas Chainsaw Massacre 2, The (1986)",Horror
3046,Leatherface: Texas Chainsaw Massacre III (1990),Horror
2917,"Return of the Texas Chainsaw Massacre, The (1994)",Horror
1167,Ruthless People (1986),Comedy
3139,Trick or Treat (1986),Horror
1944,Deadly Friend (1986),Horror
3327,Belizaire the Cajun (1986),Drama
1169,"Name of the Rose, The (1986)",Mystery
1171,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
999,Peggy Sue Got Married (1986),Comedy|Romance
237,Crocodile Dundee (1986),Adventure|Comedy
1001,Crocodile Dundee II (1988),Adventure|Comedy
1174,Tough Guys (1986),Comedy
2471,Soul Man (1986),Comedy
1175,"Color of Money, The (1986)",Drama
2619,52 Pick-Up (1986),Action|Mystery|Thriller
1380,Heartbreak Ridge (1986),Action|War
1698,Firewalker (1986),Adventure
728,Three Amigos! (1986),Comedy|Western
2126,Gloria (1999),Drama|Thriller
3397,Dry Cleaning (Nettoyage à sec) (1997),Drama
2104,My Name Is Joe (1998),Drama|Romance
2105,Still Crazy (1998),Comedy|Romance
1948,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller
949,She's All That (1999),Comedy|Romance
2409,24-hour Woman (1998),Drama
3224,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2197,Peeping Tom (1960),Drama|Horror|Thriller
94,Payback (1999),Action|Thriller
2472,Simply Irresistible (1999),Comedy|Romance
2693,20 Dates (1998),Comedy
2963,"Harmonists, The (1997)",Drama
1524,"Last Days, The (1998)",Documentary
1422,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi
1525,Blast from the Past (1999),Comedy|Romance
1526,Message in a Bottle (1999),Romance
1527,My Favorite Martian (1999),Comedy|Sci-Fi
2127,God Said 'Ha!' (1998),Comedy
2136,Jawbreaker (1999),Comedy
149,October Sky (1999),Drama
690,Office Space (1999),Comedy|Romance
2843,"Apple, The (Sib) (1998)",Drama
1636,200 Cigarettes (1999),Comedy|Drama
1297,8MM (1999),Thriller
2116,"Other Sister, The (1999)",Comedy|Drama|Romance
2582,Breakfast of Champions (1999),Comedy
2584,Eight Days a Week (1997),Comedy
807,"Long Goodbye, The (1973)",Crime
3230,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama
1694,Pet Sematary (1989),Horror
2924,Pet Sematary II (1992),Horror
2925,Children of the Corn II: The Final Sacrifice (1993),Horror
3016,Children of the Corn III (1994),Horror
1942,Christine (1983),Horror
2272,Night Shift (1982),Comedy
2639,House on Haunted Hill (1958),Horror
2350,Airport (1970),Drama
1822,Airport 1975 (1974),Drama
2351,Airport '77 (1977),Drama
3069,Rollercoaster (1977),Drama|Thriller
1493,"Towering Inferno, The (1974)",Action|Drama
2663,Alligator (1980),Action|Horror|Sci-Fi
360,Meteor (1979),Sci-Fi
361,Westworld (1973),Action|Sci-Fi|Thriller|Western
227,Logan's Run (1976),Action|Adventure|Sci-Fi
365,Planet of the Apes (1968),Action|Sci-Fi
818,Beneath the Planet of the Apes (1970),Action|Sci-Fi
1164,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2249,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
372,Escape from the Planet of the Apes (1971),Action|Sci-Fi
857,Avalanche (1978),Action
3039,Earthquake (1974),Action
3100,"Concorde: Airport '79, The (1979)",Drama
3378,Beyond the Poseidon Adventure (1979),Adventure
1168,Analyze This (1999),Comedy
1671,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
1301,Cruel Intentions (1999),Drama
378,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
873,"School of Flesh, The (L' École de la chair) (1998)",Drama
2936,Relax... It's Just Sex (1998),Comedy
1832,"Deep End of the Ocean, The (1999)",Drama
1946,"Rage: Carrie 2, The (1999)",Horror
380,Wing Commander (1999),Action|Sci-Fi
836,"Haunting, The (1963)",Horror|Thriller
2372,Dead Ringers (1988),Drama|Thriller
2717,My Boyfriend's Back (1993),Comedy
242,Village of the Damned (1960),Horror|Sci-Fi|Thriller
243,Children of the Damned (1963),Horror|Sci-Fi|Thriller
1303,Baby Geniuses (1999),Comedy
2848,I Stand Alone (Seul contre tous) (1998),Drama
948,Forces of Nature (1999),Comedy|Romance
2314,"King and I, The (1999)",Animation|Children's
1305,Ravenous (1999),Drama|Horror
1837,True Crime (1999),Crime|Thriller
3271,Bandits (1997),Drama
1523,"King and I, The (1956)",Musical
2989,Doug's 1st Movie (1999),Animation|Children's
1839,EDtv (1999),Comedy
1006,"Mod Squad, The (1999)",Action|Crime
3404,Among Giants (1998),Drama|Romance
1739,"Walk on the Moon, A (1999)",Drama|Romance
132,"Matrix, The (1999)",Action|Sci-Fi|Thriller
593,10 Things I Hate About You (1999),Comedy|Romance
412,Tango (1998),Drama
1924,"Out-of-Towners, The (1999)",Comedy
2111,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama
2436,Metroland (1997),Comedy|Drama
3082,"Sticky Fingers of Time, The (1997)",Sci-Fi
2852,Following (1998),Drama
1008,Go (1999),Crime
957,Never Been Kissed (1999),Comedy|Romance
3085,Twin Dragons (Shuang long hui) (1992),Action|Comedy
1843,Cookie's Fortune (1999),Mystery
2736,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2217,"Goodbye, Lover (1999)",Comedy|Crime|Thriller
2648,Life (1999),Comedy
2218,Friends & Lovers (1999),Comedy|Drama|Romance
1642,Hideous Kinky (1998),Drama
3262,"Joyriders, The (1999)",Drama
2686,"Monster, The (Il Mostro) (1994)",Comedy
1846,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi
1309,SLC Punk! (1998),Comedy|Drama
2649,Lost & Found (1999),Comedy|Romance
1719,Pushing Tin (1999),Comedy
282,Election (1999),Comedy
370,eXistenZ (1999),Action|Sci-Fi|Thriller
3347,Mighty Peking Man (Hsing hsing wang) (1977),Adventure|Sci-Fi
1022,Entrapment (1999),Crime|Thriller
1299,Idle Hands (1999),Comedy|Horror
2406,Get Real (1998),Drama
2916,Heaven (1998),Thriller
1715,"King of Masks, The (Bian Lian) (1996)",Drama
2282,Three Seasons (1999),Drama
1716,"Winslow Boy, The (1998)",Drama
1829,Mildred Pierce (1945),Drama
377,Night of the Comet (1984),Action|Horror|Sci-Fi
1945,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
1510,My Science Project (1985),Adventure|Sci-Fi
236,Dick Tracy (1990),Action|Crime
238,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
2011,"Castle, The (1997)",Comedy
2939,This Is My Father (1998),Drama|Romance
2800,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance
388,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy
3363,Trippin' (1999),Comedy
2692,After Life (1998),Drama
2678,Black Mask (Hak hap) (1996),Action
1514,Edge of Seventeen (1998),Comedy|Drama|Romance
1699,Endurance (1998),Documentary|Drama
60,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
1923,"Love Letter, The (1999)",Comedy|Romance
2803,Besieged (L' Assedio) (1998),Drama
3310,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller
2961,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama
2198,"Mummy, The (1932)",Horror|Romance
2341,"Mummy, The (1959)",Horror
3250,"Mummy's Curse, The (1944)",Horror
3282,"Mummy's Ghost, The (1944)",Horror
3354,"Mummy's Hand, The (1940)",Horror
3368,"Mummy's Tomb, The (1942)",Horror
1838,Mommie Dearest (1981),Drama
182,Superman (1978),Action|Adventure|Sci-Fi
184,Superman II (1980),Action|Adventure|Sci-Fi
749,Superman III (1983),Action|Adventure|Sci-Fi
750,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
1949,Dracula (1931),Horror
1950,Dracula (1958),Horror
3355,House of Dracula (1945),Horror
3351,House of Frankenstein (1944),Horror
1195,Frankenstein (1931),Horror
2987,Son of Frankenstein (1939),Horror
3356,"Ghost of Frankenstein, The (1942)",Horror
3268,Frankenstein Meets the Wolf Man (1943),Horror
2750,"Curse of Frankenstein, The (1957)",Horror
2751,Son of Dracula (1943),Horror
1383,"Wolf Man, The (1941)",Horror
2476,Howling II: Your Sister Is a Werewolf (1985),Horror
3155,Tarantula (1955),Horror|Sci-Fi
268,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
3381,"Flying Saucer, The (1950)",Sci-Fi
2246,It Came from Hollywood (1982),Comedy|Documentary
275,"Thing From Another World, The (1951)",Sci-Fi
276,It Came from Outer Space (1953),Sci-Fi
277,"War of the Worlds, The (1953)",Action|Sci-Fi|War
278,It Came from Beneath the Sea (1955),Sci-Fi
279,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
1542,Earth Vs. the Flying Saucers (1956),Sci-Fi
2741,It Conquered the World (1956),Sci-Fi
280,"Mole People, The (1956)",Sci-Fi
281,Swamp Thing (1982),Horror|Sci-Fi
1543,Pork Chop Hill (1959),War
1548,"Run Silent, Run Deep (1958)",War
629,Notting Hill (1999),Comedy|Romance
1310,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2806,Eternity and a Day (Mia eoniotita ke mia mera ) (1998),Drama
3319,"Loss of Sexual Innocence, The (1999)",Drama
2808,Twice Upon a Yesterday (1998),Comedy|Drama|Romance
1010,Instinct (1999),Drama|Thriller
1643,Buena Vista Social Club (1999),Documentary
1311,Desert Blue (1999),Drama
3336,Finding North (1999),Drama|Romance
2478,Free Enterprise (1998),Comedy|Romance|Sci-Fi
1855,Limbo (1999),Drama
1011,Austin Powers: The Spy Who Shagged Me (1999),Comedy
3412,"Red Dwarf, The (Le Nain rouge) (1998)",Comedy|Drama
202,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
16,Tarzan (1999),Animation|Children's
1313,"General's Daughter, The (1999)",Drama|Thriller
3158,Get Bruce (1999),Documentary
2094,"Ideal Husband, An (1999)",Comedy
2812,"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",Drama
43,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
1315,Trekkies (1997),Documentary
1316,Big Daddy (1999),Comedy
3433,"Boys, The (1997)",Drama
2885,"Dinner Game, The (Le Dîner de cons) (1998)",Comedy
2106,My Son the Fanatic (1998),Comedy|Drama|Romance
655,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
950,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
397,Wild Wild West (1999),Action|Sci-Fi|Western
1446,Summer of Sam (1999),Drama
1681,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",Drama|Romance
2850,"Late August, Early September (Fin août, début septembre) (1998)",Drama
1005,American Pie (1999),Comedy
937,Arlington Road (1999),Thriller
3201,"Autumn Tale, An (Conte d'automne) (1998)",Romance
2180,Muppets From Space (1999),Children's|Comedy
954,"Blair Witch Project, The (1999)",Horror
2899,My Life So Far (1999),Drama
746,Eyes Wide Shut (1999),Drama
1306,Lake Placid (1999),Horror|Thriller
2182,"Wood, The (1999)",Drama
2510,"Velocity of Gary, The (1998)",Comedy|Romance
592,Ghostbusters (1984),Comedy|Horror
131,Ghostbusters II (1989),Comedy|Horror
410,Drop Dead Gorgeous (1999),Comedy
1901,"Haunting, The (1999)",Horror|Thriller
1533,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
2511,Trick (1999),Romance
756,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
428,Mystery Men (1999),Action|Adventure|Comedy
1534,Runaway Bride (1999),Comedy|Romance
1641,Twin Falls Idaho (1999),Drama
760,"Killing, The (1956)",Crime|Film-Noir
2610,Killer's Kiss (1955),Film-Noir
162,Spartacus (1960),Drama
1199,Lolita (1962),Drama
2016,Barry Lyndon (1975),Drama
2981,"400 Blows, The (Les Quatre cents coups) (1959)",Drama
2439,Jules and Jim (Jules et Jim) (1961),Drama
2514,Vibes (1988),Adventure|Comedy
1903,"Mosquito Coast, The (1986)",Drama
443,"Golden Child, The (1986)",Action|Adventure|Comedy
1928,Brighton Beach Memoirs (1986),Comedy
3122,Assassination (1987),Action
1208,Crimes of the Heart (1986),Comedy|Drama
444,"Color Purple, The (1985)",Drama
1952,"Kindred, The (1986)",Horror
3073,No Mercy (1986),Action|Thriller
3074,Native Son (1986),Drama
2982,Otello (1986),Drama
2078,"Mission, The (1986)",Drama
630,Little Shop of Horrors (1986),Comedy|Horror|Musical
893,"Little Shop of Horrors, The (1960)",Comedy|Horror
1551,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure
1552,"Morning After, The (1986)",Drama|Mystery
1746,Radio Days (1987),Comedy|Drama
2757,From the Hip (1987),Comedy
291,Outrageous Fortune (1987),Comedy|Mystery
2519,"Bedroom Window, The (1987)",Thriller
1954,Deadtime Stories (1987),Horror
1226,Light of Day (1987),Drama
2520,Wanted: Dead or Alive (1987),Action
1228,Frances (1982),Drama
